WORD,MPQA,OPENER,OL,VADER,DALX
agitatedly,-1.0,-1.0,-1.0,-1.0,-1.0
agitates,-1.0,-1.0,-1.0,-1.0,-1.0
agitating,-1.0,-1.0,-1.0,-1.0,-1.0
agitation,-1.0,-1.0,-1.0,-1.0,-1.0
agitational,-0.3,-0.3,-0.3,-0.3,
agitations,-0.325,-0.325,-0.325,-0.325,
agitative,-0.325,-0.325,-0.325,-0.325,
agitato,-0.025,-0.025,-0.025,-0.025,
agitator,-1.0,-1.0,-0.7833333333333333,-0.35,
agitators,-0.525,-0.525,-0.525,-0.525,
agog,0.475,0.475,0.475,0.475,
agonies,-1.0,-1.0,-1.0,-1.0,
agonise,-0.525,-0.525,-0.525,-0.525,
agonised,-0.575,-0.575,-0.575,-0.575,
agonises,-0.6,-0.6,-0.6,-0.6,
agonising,-0.375,-0.375,-0.375,-0.375,
agonize,-1.0,-1.0,-1.0,-1.0,-1.0
agonized,-0.55,-0.55,-0.55,-0.55,
agonizes,-0.575,-0.575,-0.575,-0.575,
agonizing,-1.0,-1.0,-1.0,-1.0,-1.0
agonizingly,-1.0,-1.0,-1.0,-1.0,-1.0
agony,-1.0,-1.0,-1.0,-1.0,-1.0
agree,1.0,1.0,0.7916666666666666,0.375,
agreeability,1.0,1.0,0.8250000000000001,0.475,
agreeable,1.0,1.0,1.0,1.0,1.0
agreeableness,1.0,1.0,1.0,0.45,
agreeablenesses,0.325,0.325,0.325,0.325,
agreeably,1.0,1.0,1.0,0.4,
agreed,0.275,0.275,0.275,0.275,
agreeing,-1.0,-1.0,-1.0,-1.0,-1.0
agreement,-1.0,-1.0,-1.0,-1.0,-1.0
agreements,-1.0,-1.0,-1.0,-1.0,-1.0
agrees,0.2,0.2,0.2,0.2,
aground,-1.0,-1.0,-1.0,-1.0,
aha,0.0,0.0,0.0,0.0,
ail,-1.0,-1.0,-1.0,-1.0,
ailing,-1.0,-1.0,-1.0,-1.0,
ailment,-1.0,-1.0,-1.0,-1.0,
aimless,-1.0,-1.0,-1.0,-1.0,-1.0
air,-1.0,-1.0,-1.0,-1.0,-1.0
airs,-1.0,-1.0,-1.0,-1.0,-1.0
alarm,-1.0,-1.0,-1.0,-1.0,-1.0
alarmed,-1.0,-1.0,-1.0,-1.0,-1.0
alarming,-1.0,-1.0,-1.0,-1.0,-1.0
alarmingly,-1.0,-1.0,-1.0,-1.0,-1.0
alarmism,-0.075,-0.075,-0.075,-0.075,
alarmists,-0.275,-0.275,-0.275,-0.275,
alarms,-1.0,-1.0,-1.0,-1.0,-1.0
alas,-1.0,-1.0,-1.0,-1.0,-1.0
alert,0.0,0.0,0.1,0.3,
alienate,-1.0,-1.0,-1.0,-1.0,-1.0
alienated,-1.0,-1.0,-1.0,-1.0,-1.0
alienation,-1.0,-1.0,-1.0,-1.0,-1.0
alive,1.0,1.0,1.0,1.0,1.0
all-around,1.0,1.0,1.0,1.0,1.0
all-time,1.0,1.0,1.0,1.0,1.0
allay,1.0,1.0,1.0,1.0,
allegation,-1.0,-1.0,-1.0,-1.0,-1.0
allegations,-1.0,-1.0,-1.0,-1.0,-1.0
allege,-1.0,-1.0,-1.0,-1.0,-1.0
allegorize,0.0,0.0,0.0,0.0,
allergic,-1.0,-1.0,-1.0,-1.0,-1.0
allergies,-1.0,-1.0,-1.0,-1.0,
allergy,-1.0,-1.0,-1.0,-1.0,
alleviate,1.0,1.0,1.0,1.0,1.0
alliance,-1.0,-1.0,-1.0,-1.0,-1.0
alliances,1.0,1.0,1.0,1.0,1.0
allow,1.0,1.0,0.7416666666666667,0.225,
allowable,-1.0,-1.0,-1.0,-1.0,-1.0
allure,1.0,1.0,1.0,1.0,
alluring,1.0,1.0,1.0,1.0,1.0
alluringly,1.0,1.0,1.0,1.0,
allusion,0.0,0.0,0.0,0.0,
allusions,0.0,0.0,0.0,0.0,
ally,1.0,1.0,1.0,1.0,
almighty,1.0,1.0,1.0,1.0,1.0
alol,0.7,0.7,0.7,0.7,
alone,-0.25,-0.25,-0.25,-0.25,
aloof,-1.0,-1.0,-1.0,-1.0,-1.0
alright,0.25,0.25,0.25,0.25,
altercation,-1.0,-1.0,-1.0,-1.0,-1.0
although,-1.0,-1.0,-1.0,-1.0,
altogether,-1.0,-1.0,-1.0,-1.0,-1.0
altruist,1.0,1.0,1.0,1.0,
altruistic,1.0,1.0,1.0,1.0,1.0
altruistically,1.0,1.0,1.0,1.0,
amaze,1.0,1.0,1.0,1.0,1.0
amazed,1.0,1.0,1.0,1.0,1.0
amazedly,0.525,0.525,0.525,0.525,
amazement,1.0,1.0,1.0,0.625,
amazements,0.55,0.55,0.55,0.55,
amazes,0.775,0.775,1.0,0.55,
amazing,1.0,1.0,1.0,1.0,1.0
amazingly,1.0,1.0,1.0,1.0,1.0
amazon,-1.0,-1.0,-1.0,-1.0,-1.0
amazonite,0.05,0.05,0.05,0.05,
amazons,-0.025,-0.025,-0.025,-0.025,
amazonstone,0.25,0.25,0.25,0.25,
amazonstones,0.05,0.05,0.05,0.05,
ambiguity,-1.0,-1.0,-1.0,-1.0,-1.0
ambiguous,-1.0,-1.0,-1.0,-1.0,-1.0
ambitious,1.0,1.0,1.0,1.0,1.0
ambitiously,1.0,1.0,1.0,1.0,
ambivalence,-1.0,-1.0,-1.0,-1.0,-1.0
ambivalent,-1.0,-1.0,-1.0,-1.0,-1.0
ambush,-1.0,-1.0,-1.0,-1.0,
ambw,0.725,0.725,0.725,0.725,
ameliorate,-1.0,-1.0,-1.0,-1.0,-1.0
amenable,1.0,1.0,1.0,1.0,1.0
amenity,1.0,1.0,1.0,1.0,
amiability,1.0,1.0,1.0,1.0,
amiabily,1.0,1.0,1.0,1.0,
amiable,1.0,1.0,1.0,1.0,1.0
amicability,1.0,1.0,1.0,1.0,
amicable,1.0,1.0,1.0,1.0,1.0
amicably,1.0,1.0,1.0,1.0,
amiss,-1.0,-1.0,-1.0,-1.0,-1.0
amity,1.0,1.0,1.0,1.0,
aml,0.85,0.85,0.85,0.85,
amnesty,1.0,1.0,1.0,1.0,
amor,1.0,1.0,1.0,1.0,1.0
amoral,-1.0,-1.0,-1.0,-1.0,-1.0
amoralism,-0.175,-0.175,-0.175,-0.175,
amoralisms,-0.175,-0.175,-0.175,-0.175,
amoralities,-0.3,-0.3,-0.3,-0.3,
amorality,-0.375,-0.375,-0.375,-0.375,
amorally,-0.25,-0.25,-0.25,-0.25,
amoretti,0.05,0.05,0.05,0.05,
amoretto,1.0,1.0,1.0,1.0,1.0
amorettos,0.075,0.075,0.075,0.075,
amorino,0.3,0.3,0.3,0.3,
amorist,0.4,0.4,0.4,0.4,
amoristic,0.25,0.25,0.25,0.25,
amorists,0.025,0.025,0.025,0.025,
amoroso,0.575,0.575,0.575,0.575,
amorous,-1.0,-1.0,-1.0,-1.0,-1.0
amorously,0.575,0.575,0.575,0.575,
amorousness,0.5,0.5,0.5,0.5,
amorphous,-1.0,-1.0,-1.0,-1.0,-1.0
amorphously,0.025,0.025,0.025,0.025,
amorphousness,0.075,0.075,0.075,0.075,
amort,-0.525,-0.525,-0.525,-0.525,
amortise,0.125,0.125,0.125,0.125,
amortised,-0.05,-0.05,-0.05,-0.05,
amortises,0.025,0.025,0.025,0.025,
amortizable,0.125,0.125,0.125,0.125,
amortization,0.15,0.15,0.15,0.15,
amortizations,0.05,0.05,0.05,0.05,
amortize,-0.025,-0.025,-0.025,-0.025,
amortized,0.2,0.2,0.2,0.2,
amortizes,0.15,0.15,0.15,0.15,
amortizing,0.2,0.2,0.2,0.2,
amour,1.0,1.0,1.0,1.0,
ample,1.0,1.0,1.0,1.0,1.0
amplify,0.0,0.0,0.0,0.0,
amply,1.0,1.0,1.0,1.0,1.0
amputate,-1.0,-1.0,-1.0,-1.0,-1.0
amusable,0.175,0.175,0.175,0.175,
amuse,1.0,1.0,1.0,0.425,
amused,0.45,0.45,0.45,0.45,
amusedly,0.55,0.55,0.55,0.55,
amusement,-1.0,-1.0,-1.0,-1.0,-1.0
amusements,0.375,0.375,0.375,0.375,
amuser,0.275,0.275,0.275,0.275,
amusers,0.325,0.325,0.325,0.325,
amuses,0.425,0.425,0.425,0.425,
amusia,0.075,0.075,0.075,0.075,
amusias,-0.1,-0.1,-0.1,-0.1,
amusing,1.0,1.0,1.0,0.4,
amusingly,-1.0,-1.0,-1.0,-1.0,-1.0
amusingness,0.45,0.45,0.45,0.45,
amusive,0.425,0.425,0.425,0.425,
analytical,0.0,0.0,0.0,0.0,
anarchism,-1.0,-1.0,-1.0,-1.0,
anarchist,-1.0,-1.0,-1.0,-1.0,
anarchistic,-1.0,-1.0,-1.0,-1.0,
anarchy,-1.0,-1.0,-1.0,-1.0,-1.0
anemic,-1.0,-1.0,-1.0,-1.0,-1.0
angel,1.0,1.0,1.0,1.0,1.0
angelic,1.0,1.0,1.0,1.0,
anger,-1.0,-1.0,-1.0,-1.0,-1.0
angered,-1.0,-1.0,-1.0,-1.0,-1.0
angering,-1.0,-1.0,-1.0,-1.0,-1.0
angerly,-1.0,-1.0,-1.0,-1.0,-1.0
angers,-1.0,-1.0,-1.0,-1.0,-1.0
angrier,-1.0,-1.0,-1.0,-1.0,-1.0
angriest,-1.0,-1.0,-1.0,-1.0,-1.0
angrily,-1.0,-1.0,-1.0,-1.0,-1.0
angriness,-1.0,-1.0,-1.0,-0.425,
angry,-1.0,-1.0,-1.0,-1.0,-1.0
anguish,-1.0,-1.0,-1.0,-1.0,-1.0
anguished,-0.45,-0.45,-0.45,-0.45,
anguishes,-0.525,-0.525,-0.525,-0.525,
anguishing,-0.675,-0.675,-0.675,-0.675,
animated,1.0,1.0,1.0,1.0,1.0
animosity,-1.0,-1.0,-1.0,-1.0,-1.0
annihilate,-1.0,-1.0,-1.0,-1.0,
annihilation,-1.0,-1.0,-1.0,-1.0,-1.0
annoy,-1.0,-1.0,-1.0,-1.0,-1.0
annoyance,-1.0,-1.0,-1.0,-1.0,-1.0
annoyances,-1.0,-1.0,-1.0,-1.0,-1.0
annoyed,-1.0,-1.0,-1.0,-1.0,-1.0
annoyer,-0.55,-0.55,-0.55,-0.55,
annoyers,-0.375,-0.375,-0.375,-0.375,
annoying,-1.0,-1.0,-1.0,-1.0,-1.0
annoyingly,-1.0,-1.0,-1.0,-1.0,-1.0
annoys,-1.0,-1.0,-1.0,-1.0,-1.0
anomalous,-1.0,-1.0,-1.0,-1.0,-1.0
anomaly,-1.0,-1.0,-1.0,-1.0,-1.0
antagonism,-1.0,-1.0,-1.0,-0.475,
antagonisms,-0.3,-0.3,-0.3,-0.3,
antagonist,-1.0,-1.0,-1.0,-0.475,
antagonistic,-1.0,-1.0,-1.0,-1.0,-1.0
antagonistically,-0.55,-0.55,-0.55,-0.55,
antagonists,-0.425,-0.425,-0.425,-0.425,
antagonize,-1.0,-1.0,-1.0,-1.0,-1.0
antagonized,-1.0,-1.0,-1.0,-1.0,-1.0
antagonizes,-1.0,-1.0,-1.0,-1.0,-1.0
antagonizing,-1.0,-1.0,-1.0,-1.0,-1.0
anti,-1.0,-1.0,-1.0,-1.0,-1.0
anti-,-1.0,-1.0,-1.0,-1.0,-1.0
anti-American,-1.0,-1.0,-1.0,-1.0,-1.0
anti-Israeli,-1.0,-1.0,-1.0,-1.0,
anti-Semites,-1.0,-1.0,-1.0,-1.0,
anti-US,-1.0,-1.0,-1.0,-1.0,
anti-american,-1.0,-1.0,-1.0,-1.0,
anti-israeli,-1.0,-1.0,-1.0,-1.0,
anti-occupation,-1.0,-1.0,-1.0,-1.0,
anti-proliferation,-1.0,-1.0,-1.0,-1.0,
anti-semites,-1.0,-1.0,-1.0,-1.0,
anti-social,-1.0,-1.0,-1.0,-1.0,-1.0
anti-us,-1.0,-1.0,-1.0,-1.0,
anti-white,-1.0,-1.0,-1.0,-1.0,-1.0
anticipation,0.1,0.1,0.1,0.1,
antipathy,-1.0,-1.0,-1.0,-1.0,
antiquated,-1.0,-1.0,-1.0,-1.0,-1.0
antithetical,-1.0,-1.0,-1.0,-1.0,
anxieties,-1.0,-1.0,-1.0,-0.15,
anxiety,-1.0,-1.0,-1.0,-1.0,-1.0
anxious,-1.0,-1.0,-1.0,-0.25,
anxiously,1.0,1.0,1.0,1.0,1.0
anxiousness,-1.0,-1.0,-1.0,-0.25,
anyhow,-1.0,-1.0,-1.0,-1.0,-1.0
anyway,-1.0,-1.0,-1.0,-1.0,-1.0
anyways,-1.0,-1.0,-1.0,-1.0,-1.0
aok,0.5,0.5,0.5,0.5,
apathetic,-1.0,-1.0,-1.0,-1.0,-1.0
apathetically,-1.0,-1.0,-1.0,-1.0,-1.0
apathies,-0.15,-0.15,-0.15,-0.15,
apathy,-1.0,-1.0,-1.0,-1.0,-1.0
ape,-1.0,-1.0,-1.0,-1.0,-1.0
apeshit,-1.0,-1.0,-1.0,-1.0,-1.0
apocalypse,-1.0,-1.0,-1.0,-1.0,-1.0
apocalyptic,-1.0,-1.0,-1.0,-1.0,-1.0
apologise,-1.0,-1.0,-1.0,-1.0,-1.0
apologised,-1.0,-1.0,-1.0,-1.0,-1.0
apologises,-1.0,-1.0,-1.0,-1.0,-1.0
apologising,-1.0,-1.0,-1.0,-1.0,-1.0
apologist,-1.0,-1.0,-1.0,-1.0,-1.0
apologists,-1.0,-1.0,-1.0,-1.0,
apologize,-1.0,-1.0,-1.0,-1.0,-1.0
apologized,-1.0,-1.0,-1.0,-1.0,-1.0
apologizes,-1.0,-1.0,-1.0,-1.0,-1.0
apologizing,-1.0,-1.0,-1.0,-1.0,-1.0
apology,-1.0,-1.0,-1.0,-1.0,-1.0
apostle,1.0,1.0,1.0,1.0,
apotheosis,1.0,1.0,1.0,1.0,
appal,-1.0,-1.0,-1.0,-1.0,
appall,-1.0,-1.0,-1.0,-0.6,
appalled,-1.0,-1.0,-1.0,-1.0,-1.0
appalling,-1.0,-1.0,-1.0,-1.0,-1.0
appallingly,-1.0,-1.0,-1.0,-1.0,-1.0
appalls,-0.475,-0.475,-0.475,-0.475,
apparent,-1.0,-1.0,-1.0,-1.0,-1.0
apparently,-1.0,-1.0,-1.0,-1.0,-1.0
appeal,1.0,1.0,1.0,1.0,
appealing,1.0,1.0,1.0,1.0,1.0
appear,1.0,1.0,1.0,1.0,1.0
appearance,0.0,0.0,0.0,0.0,
appease,-1.0,-1.0,-1.0,-1.0,-1.0
appeased,0.225,0.225,0.225,0.225,
appeases,0.225,0.225,0.225,0.225,
appeasing,0.25,0.25,0.25,0.25,
applaud,1.0,1.0,1.0,1.0,1.0
applauded,1.0,1.0,1.0,1.0,1.0
applauding,-1.0,-1.0,-1.0,-1.0,-1.0
applauds,1.0,1.0,1.0,1.0,1.0
applause,0.45,0.45,0.45,0.45,
appreciable,1.0,1.0,1.0,1.0,
appreciate,1.0,1.0,1.0,1.0,1.0
appreciated,1.0,1.0,1.0,1.0,1.0
appreciates,1.0,1.0,1.0,1.0,1.0
appreciating,1.0,1.0,1.0,1.0,1.0
appreciation,1.0,1.0,1.0,1.0,1.0
appreciations,1.0,1.0,1.0,1.0,1.0
appreciative,1.0,1.0,1.0,1.0,1.0
appreciatively,1.0,1.0,1.0,0.45,
appreciativeness,1.0,1.0,0.7999999999999999,0.4,
appreciator,1.0,1.0,1.0,1.0,1.0
appreciators,1.0,1.0,1.0,1.0,1.0
appreciatory,0.425,0.425,0.425,0.425,
apprehend,0.0,0.0,0.0,0.0,
apprehensible,0.275,0.275,0.275,0.275,
apprehensibly,-0.05,-0.05,-0.05,-0.05,
apprehension,-1.0,-1.0,-1.0,-1.0,-1.0
apprehensions,-1.0,-1.0,-1.0,-1.0,-1.0
apprehensive,-1.0,-1.0,-1.0,-1.0,-1.0
apprehensively,-1.0,-1.0,-1.0,-1.0,-1.0
apprehensiveness,-0.175,-0.175,-0.175,-0.175,
appropriate,1.0,1.0,1.0,1.0,1.0
approval,1.0,1.0,1.0,0.525,
approve,1.0,1.0,1.0,1.0,
approved,0.45,0.45,0.45,0.45,
approves,1.0,1.0,1.0,1.0,1.0
apt,-1.0,-1.0,-1.0,-1.0,-1.0
aptitude,1.0,1.0,1.0,1.0,
aptly,1.0,1.0,1.0,1.0,1.0
arbitrary,-1.0,-1.0,-1.0,-1.0,-1.0
arcane,-1.0,-1.0,-1.0,-1.0,-1.0
archaic,-1.0,-1.0,-1.0,-1.0,-1.0
ardent,1.0,1.0,1.0,0.525,
ardently,1.0,1.0,1.0,1.0,
ardor,1.0,1.0,1.0,1.0,
arduous,-1.0,-1.0,-1.0,-1.0,-1.0
arduously,-1.0,-1.0,-1.0,-1.0,
arguable,-0.25,-0.25,-0.25,-0.25,
arguably,1.0,1.0,1.0,1.0,1.0
argue,-1.0,-1.0,-1.0,-1.0,-1.0
argued,-1.0,-1.0,-1.0,-1.0,-1.0
arguer,-0.4,-0.4,-0.4,-0.4,
arguers,-0.35,-0.35,-0.35,-0.35,
argues,-1.0,-1.0,-1.0,-1.0,-1.0
arguing,-1.0,-1.0,-1.0,-1.0,-1.0
argument,-1.0,-1.0,-1.0,-1.0,-1.0
argumentative,-1.0,-1.0,-1.0,-1.0,-1.0
argumentatively,-0.45,-0.45,-0.45,-0.45,
argumentive,-1.0,-1.0,-1.0,-1.0,-1.0
arguments,-1.0,-1.0,-1.0,-1.0,-1.0
aristocratic,1.0,1.0,1.0,1.0,
arousal,1.0,1.0,1.0,1.0,
arouse,1.0,1.0,1.0,1.0,
arousing,1.0,1.0,1.0,1.0,
arrest,-1.0,-1.0,-1.0,-1.0,-1.0
arrested,-1.0,-1.0,-1.0,-1.0,-1.0
arresting,-1.0,-1.0,-1.0,-1.0,-1.0
arrests,-1.0,-1.0,-1.0,-1.0,-1.0
arrogance,-1.0,-1.0,-1.0,-1.0,-1.0
arrogances,-0.475,-0.475,-0.475,-0.475,
arrogant,-1.0,-1.0,-1.0,-1.0,-1.0
arrogantly,-1.0,-1.0,-1.0,-1.0,-1.0
articulate,1.0,1.0,1.0,1.0,1.0
artificial,-1.0,-1.0,-1.0,-1.0,-1.0
ascendant,1.0,1.0,1.0,1.0,
ascertainable,1.0,1.0,1.0,1.0,
ashamed,-1.0,-1.0,-1.0,-1.0,-1.0
ashamedly,-0.425,-0.425,-0.425,-0.425,
asinine,-1.0,-1.0,-1.0,-1.0,-1.0
asininely,-1.0,-1.0,-1.0,-1.0,
asinininity,-1.0,-1.0,-1.0,-1.0,
askance,-1.0,-1.0,-1.0,-1.0,-1.0
asperse,-1.0,-1.0,-1.0,-1.0,
aspersion,-1.0,-1.0,-1.0,-1.0,
aspersions,-1.0,-1.0,-1.0,-1.0,
aspiration,1.0,1.0,1.0,1.0,
aspirations,1.0,1.0,1.0,1.0,
aspire,1.0,1.0,1.0,1.0,1.0
ass,-1.0,-1.0,-1.0,-1.0,-1.0
assail,-1.0,-1.0,-1.0,-1.0,-1.0
assassin,-1.0,-1.0,-1.0,-1.0,
assassinate,-1.0,-1.0,-1.0,-1.0,-1.0
assassination,-1.0,-1.0,-1.0,-1.0,-1.0
assassinations,-0.675,-0.675,-0.675,-0.675,
assault,-1.0,-1.0,-1.0,-1.0,-1.0
assaulted,-1.0,-1.0,-1.0,-1.0,-1.0
assaulting,-1.0,-1.0,-1.0,-1.0,-1.0
assaultive,-1.0,-1.0,-1.0,-1.0,-1.0
assaults,-1.0,-1.0,-1.0,-1.0,-1.0
assent,-1.0,-1.0,-1.0,-1.0,-1.0
assertions,-1.0,-1.0,-1.0,-1.0,-1.0
assertive,1.0,1.0,1.0,1.0,1.0
assess,1.0,1.0,1.0,1.0,1.0
assessment,0.0,0.0,0.0,0.0,
assessments,1.0,1.0,1.0,1.0,1.0
asset,1.0,1.0,1.0,1.0,1.0
assets,1.0,1.0,1.0,1.0,1.0
assfucking,-0.625,-0.625,-0.625,-0.625,
assholes,-1.0,-1.0,-1.0,-1.0,-1.0
assiduous,1.0,1.0,1.0,1.0,1.0
assiduously,1.0,1.0,1.0,1.0,
assuage,-1.0,-1.0,-1.0,-1.0,-1.0
assult,-1.0,-1.0,-1.0,-1.0,-1.0
assumption,-1.0,-1.0,-1.0,-1.0,-1.0
assurance,1.0,1.0,1.0,0.35,
assurances,-1.0,-1.0,-1.0,-1.0,-1.0
assure,1.0,1.0,1.0,0.35,
assured,0.375,0.375,0.375,0.375,
assuredly,1.0,1.0,1.0,0.4,
assuredness,0.35,0.35,0.35,0.35,
assurer,0.225,0.225,0.225,0.225,
assurers,0.275,0.275,0.275,0.275,
assures,0.325,0.325,0.325,0.325,
assurgent,0.325,0.325,0.325,0.325,
assuring,1.0,1.0,1.0,1.0,1.0
assuror,0.125,0.125,0.125,0.125,
assurors,0.175,0.175,0.175,0.175,
astonish,1.0,1.0,1.0,1.0,
astonished,-1.0,-1.0,-1.0,-1.0,-1.0
astonishing,1.0,1.0,1.0,1.0,
astonishingly,1.0,1.0,1.0,1.0,
astonishment,-1.0,-1.0,-1.0,-1.0,-1.0
astound,1.0,1.0,1.0,0.425,
astounded,-1.0,-1.0,-1.0,-1.0,-1.0
astounding,1.0,1.0,1.0,1.0,1.0
astoundingly,1.0,1.0,1.0,0.525,
astounds,-1.0,-1.0,-1.0,-1.0,-1.0
astray,-1.0,-1.0,-1.0,-1.0,-1.0
astronomic,0.0,0.0,0.0,0.0,
astronomical,-1.0,-1.0,-1.0,-1.0,-1.0
astronomically,-1.0,-1.0,-1.0,-1.0,-1.0
astute,1.0,1.0,1.0,1.0,1.0
astutely,1.0,1.0,1.0,1.0,
asunder,-1.0,-1.0,-1.0,-1.0,-1.0
asylum,-1.0,-1.0,-1.0,-1.0,-1.0
atab,-0.475,-0.475,-0.475,-0.475,
atrocious,-1.0,-1.0,-1.0,-1.0,-1.0
atrocities,-1.0,-1.0,-1.0,-1.0,-1.0
atrocity,-1.0,-1.0,-1.0,-1.0,-1.0
atrophy,-1.0,-1.0,-1.0,-1.0,-1.0
attachment,-1.0,-1.0,-1.0,-1.0,-1.0
attachments,-1.0,-1.0,-1.0,-1.0,-1.0
attack,-1.0,-1.0,-1.0,-1.0,-1.0
attacked,-1.0,-1.0,-1.0,-1.0,-1.0
attacker,-1.0,-1.0,-1.0,-1.0,-1.0
attackers,-1.0,-1.0,-1.0,-1.0,-1.0
attacking,-1.0,-1.0,-1.0,-1.0,-1.0
attacks,-1.0,-1.0,-1.0,-1.0,-1.0
attain,1.0,1.0,1.0,1.0,1.0
attainable,1.0,1.0,1.0,1.0,1.0
attentive,1.0,1.0,1.0,1.0,1.0
attest,1.0,1.0,1.0,1.0,1.0
attitude,-1.0,-1.0,-1.0,-1.0,-1.0
attitudes,-1.0,-1.0,-1.0,-1.0,-1.0
attract,1.0,1.0,1.0,1.0,1.0
attractancy,0.225,0.225,0.225,0.225,
attractant,0.325,0.325,0.325,0.325,
attractants,0.35,0.35,0.35,0.35,
attracted,0.45,0.45,0.45,0.45,
attracting,1.0,1.0,1.0,1.0,1.0
attraction,1.0,1.0,1.0,0.5,
attractions,1.0,1.0,1.0,1.0,1.0
attractive,1.0,1.0,1.0,1.0,1.0
attractively,1.0,1.0,1.0,1.0,1.0
attractiveness,0.45,0.45,0.45,0.45,
attractivenesses,0.525,0.525,0.525,0.525,
attractor,0.3,0.3,0.3,0.3,
attractors,0.3,0.3,0.3,0.3,
attracts,0.425,0.425,0.425,0.425,
attune,1.0,1.0,1.0,1.0,1.0
audacious,-1.0,-1.0,-1.0,-1.0,-1.0
audaciously,-1.0,-1.0,-1.0,-1.0,-1.0
audaciousness,-1.0,-1.0,-1.0,-1.0,
audacity,-1.0,-1.0,-1.0,-1.0,-1.0
audible,-1.0,-1.0,-1.0,-1.0,-1.0
audibly,-1.0,-1.0,-1.0,-1.0,-1.0
audiciously,-1.0,-1.0,-1.0,-1.0,
aug-00,0.075,0.075,0.075,0.075,
auspicious,1.0,1.0,1.0,1.0,
austere,-1.0,-1.0,-1.0,-1.0,-1.0
authentic,1.0,1.0,1.0,1.0,1.0
authoritarian,-1.0,-1.0,-1.0,-1.0,-1.0
authoritative,-1.0,-1.0,-1.0,-1.0,-1.0
authority,-1.0,-1.0,-1.0,-1.0,-1.0
autocrat,-1.0,-1.0,-1.0,-1.0,
autocratic,-1.0,-1.0,-1.0,-1.0,-1.0
autonomous,1.0,1.0,1.0,1.0,
available,1.0,1.0,1.0,1.0,1.0
avalanche,-1.0,-1.0,-1.0,-1.0,-1.0
avarice,-1.0,-1.0,-1.0,-1.0,-1.0
avaricious,-1.0,-1.0,-1.0,-1.0,-1.0
avariciously,-1.0,-1.0,-1.0,-1.0,
avenge,-1.0,-1.0,-1.0,-1.0,
aver,1.0,1.0,1.0,1.0,
averse,-1.0,-1.0,-1.0,-1.0,-1.0
aversion,-1.0,-1.0,-1.0,-1.0,-1.0
aversions,-0.275,-0.275,-0.275,-0.275,
aversive,-0.4,-0.4,-0.4,-0.4,
aversively,-0.2,-0.2,-0.2,-0.2,
avert,-1.0,-1.0,-1.0,-1.0,-1.0
averted,-0.075,-0.075,-0.075,-0.075,
averts,-0.1,-0.1,-0.1,-0.1,
avid,1.0,1.0,1.0,1.0,1.0
avidly,1.0,1.0,1.0,1.0,1.0
avoid,-1.0,-1.0,-1.0,-1.0,-1.0
avoidance,-1.0,-1.0,-1.0,-1.0,-1.0
avoidances,-0.275,-0.275,-0.275,-0.275,
avoided,-1.0,-1.0,-1.0,-1.0,-1.0
avoider,-0.45,-0.45,-0.45,-0.45,
avoiders,-0.35,-0.35,-0.35,-0.35,
avoiding,-1.0,-1.0,-1.0,-1.0,-1.0
avoids,-1.0,-1.0,-1.0,-1.0,-1.0
await,1.0,1.0,1.0,1.0,1.0
awaited,1.0,1.0,1.0,1.0,1.0
awaits,1.0,1.0,1.0,1.0,1.0
award,1.0,1.0,1.0,1.0,1.0
awardable,0.6,0.6,0.6,0.6,
awarded,1.0,1.0,1.0,1.0,1.0
awardee,0.45,0.45,0.45,0.45,
awardees,0.3,0.3,0.3,0.3,
awarder,0.225,0.225,0.225,0.225,
awarders,0.325,0.325,0.325,0.325,
awarding,1.0,1.0,1.0,1.0,1.0
awards,1.0,1.0,1.0,1.0,1.0
aware,0.0,0.0,0.0,0.0,
awareness,1.0,1.0,1.0,1.0,1.0
awe,1.0,1.0,1.0,1.0,
awed,1.0,1.0,1.0,1.0,1.0
aweful,-1.0,-1.0,-1.0,-1.0,-1.0
awesome,1.0,1.0,1.0,1.0,1.0
awesomely,1.0,1.0,1.0,1.0,1.0
awesomeness,1.0,1.0,1.0,1.0,1.0
awestruck,1.0,1.0,1.0,1.0,
awful,-1.0,-1.0,-1.0,-1.0,-1.0
awfully,-1.0,-1.0,-1.0,-1.0,-1.0
awfulness,-1.0,-1.0,-1.0,-1.0,-1.0
awkward,-1.0,-1.0,-1.0,-1.0,-1.0
awkwardly,-1.0,-1.0,-1.0,-1.0,-1.0
awkwardness,-1.0,-1.0,-1.0,-1.0,-1.0
awol,-1.0,-1.0,-1.0,-1.0,-1.0
awsome,1.0,1.0,1.0,1.0,1.0
ax,-1.0,-1.0,-1.0,-1.0,
axe,-0.1,-0.1,-0.1,-0.1,
axed,-1.0,-1.0,-1.0,-1.0,-1.0
ayc,0.05,0.05,0.05,0.05,
ayor,-0.3,-0.3,-0.3,-0.3,
b^d,0.65,0.65,0.65,0.65,
babble,-1.0,-1.0,-1.0,-1.0,-1.0
baby,0.0,0.0,0.0,0.0,
back,1.0,1.0,1.0,1.0,
back-logged,-1.0,-1.0,-1.0,-1.0,
back-wood,-1.0,-1.0,-1.0,-1.0,
back-woods,-1.0,-1.0,-1.0,-1.0,
backache,-1.0,-1.0,-1.0,-1.0,-1.0
backaches,-1.0,-1.0,-1.0,-1.0,-1.0
backaching,-1.0,-1.0,-1.0,-1.0,
backbite,-1.0,-1.0,-1.0,-1.0,
